SMILES,C1,C2
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
COC(=O)CCCC(C)O,0.7104999999999999,37.547799999999995
CC(O)CCCC(=O)CO,0.09890000000000004,37.6246
CC(C)C1CCCCC1O,2.1935000000000007,42.80280000000001
CCCC(C)CCC,3.2227000000000023,38.98
CCCCCCCCC=O,2.935900000000001,44.057000000000016
CC(O)C12CC1CC2C=O,0.5923,36.391799999999996
CCCCCC(C)CCC,4.002900000000003,48.21400000000003
CCCCC(C)C(C)OC,2.8476000000000017,45.16000000000002
CCCCCCCCC,3.7569000000000026,43.667000000000016
CC(CO)C(O)C1CC1C,0.6316999999999999,39.52760000000001
CCCCC(=O)CC(O)O,0.44649999999999995,37.374599999999994
CCCCCCC(C)CC,4.002900000000003,48.21400000000003
CCCCCCCCCN,2.6957000000000004,47.04740000000002
O=CCCCCCCCO,1.5182,40.851800000000004
CCCCCOC1CC1,2.3556,38.499
CCCCCC(C)N,1.9139000000000002,37.79139999999999
CCCC(O)CC(C)CC,2.5836000000000006,44.98680000000002
CCNC(=O)CCCCO,0.28509999999999974,39.62050000000001
CCCCCC(O)C(C)=O,1.5166,40.829800000000006
COC(=O)CCCCCO,0.7121,37.569799999999994
CCCCCC1CC1CC,3.6128000000000027,46.03000000000002
CCC(=O)CCCCCO,1.5182,40.851800000000004
CCCCCCN,1.5253999999999999,33.19639999999998
CCCCCCCCCC,4.147000000000004,48.28400000000003
CCC(=O)CCCC(C)N,1.483,42.79840000000001
COC(O)CCCCO,0.11379999999999996,33.95259999999999
CCCCCCC(=O)O,2.0414,36.39479999999999
CCC(O)CCC(C)C,2.1935000000000002,40.369800000000005
CCCCCC(C)=O,2.1557000000000004,34.822999999999986
CCCCC1CC1C(C)O,2.1935000000000002,42.80280000000001
CCCCC(C)CCCO,2.5852000000000004,45.008800000000015
CCCCCOCCCC,2.9933000000000014,45.25200000000002
COC(=O)CCCCCO,0.7121,37.569799999999994
CNC(=O)CCCCCO,0.28509999999999974,39.62050000000001
CCCCCC(C)C(C)O,2.5836000000000006,44.98680000000002
CCCCC(N)C(C)C,2.1599000000000004,42.338400000000014
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
CNCCCCCC(O)O,0.07689999999999986,40.62030000000001
CCCCCCCCCO,2.7293000000000016,45.078800000000015
CC(C)CCC(C)O,1.8034,35.75279999999999
CCCCCCC(C)OC,2.9917000000000016,45.23000000000002
C=C(CCCCCC)OC,3.116900000000002,44.90800000000002
O=C(O)CCCCCCO,1.0138,37.8066
CC1CCC1CCCCO,2.1951000000000005,42.82480000000001
CNCNCCO,-1.2547999999999995,29.01519999999999
CCCCCCCC(=O)O,2.4314999999999998,41.0118
CCCCCCCCCC,4.147000000000004,48.28400000000003
CCC(=O)CCCCN,1.0945,38.203399999999995
CCCCCNCC(C)O,1.1469999999999998,44.07550000000001
CCCCCC(C)O,1.9475,35.822799999999994
CCCCCCOCCO,1.5756,42.04680000000001
CCCC(O)CC(C)CO,1.1659,41.781600000000005
CCCCCCCCCO,2.7293000000000016,45.078800000000015
CC(O)CCC(C)C(C)O,1.1643,41.759600000000006
OCOCC1CCCCC1,1.5331,39.61280000000001
CC(O)C(=O)CCC(O)O,-0.9728000000000003,34.14739999999999
CC(N)CCCCC(=O)O,0.9786000000000001,39.75320000000001
CCCCCC(O)CCO,1.31,41.851600000000005
CC(O)CCC(C)O,0.5282,32.59559999999998
CCC(=O)CCCCCO,1.5182,40.851800000000004
CCCCC(C)C(C)O,2.1935000000000002,40.369800000000005
CCC(=O)CCC(O)CO,0.09889999999999999,37.624599999999994
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
CC(CO)CC1C(=O)N1C,-0.15450000000000003,37.4248
CCCC(O)CCC(C)O,1.3084,41.829600000000006
CCCCCCC(=O)CC,2.935900000000001,44.057000000000016
CCCCCCCCCC,4.147000000000004,48.28400000000003
CCC(=O)C(O)C(C)O,-0.29279999999999995,32.985599999999984
CCCCCCCC(C)O,2.727700000000002,45.05680000000002
CCC(O)CCCCOC,1.574,42.02480000000001
CCCCCCCC(O)O,1.6576000000000004,41.601600000000005
CCCNC(O)CCC,1.1044999999999998,39.20850000000001
CCCCC(C)O,1.5574,31.205799999999982
OC1CCC2C3CCCC132,1.5574,38.5048
CCCCCOCCC,2.603200000000001,40.635000000000005
CCCCCCC(O)CC,2.7277000000000013,45.05680000000002
CNC(=O)CCCCO,-0.10500000000000015,35.003499999999995
CCCCC(O)C(C)CO,1.1659,41.781600000000005
CC(C)CCNCC(C)N,0.9693,45.974100000000014
CC(=O)CCCCCN,1.0945,38.203399999999995
CCCC1CC1CC,2.832600000000001,36.79599999999999
CCCCCCC(=O)CC,2.935900000000001,44.057000000000016
CC(C)CCC(C)CN,2.0174,42.2904
CC(O)C(O)CCCCO,-0.10930000000000012,38.6244
COC(=O)CCCCCO,0.7121,37.569799999999994
CCCCCCC(=O)NC,1.7027999999999999,42.82570000000002
CCCC1CCC(C)C1,3.2227000000000023,41.413000000000004
CCCCCCCC,3.3668000000000022,39.05
CCCCC(C)C(C)O,2.1935000000000002,40.369800000000005
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
CN(C)CCCCCO,0.7105999999999999,39.4908
CCC(O)CCCC(C)O,1.3084,41.829600000000006
CNC(O)CCCC(O)O,-0.9948000000000004,37.1431
COCCCCC(C)OC,1.838,42.19800000000001
CCCCCC(O)CCC,2.7277000000000013,45.05680000000002
CCCCCCCCC,3.7569000000000026,43.667000000000016
CC(O)CCCCCN,0.8863000000000001,39.203199999999995
NCCCCCCCCO,1.278,43.842200000000005
CCCCCCC(C)O,2.3376,40.439800000000005
CCCCCCCCCC,4.147000000000004,48.28400000000003
COC(=O)CCCC(C)O,0.7104999999999999,37.547799999999995
CCCCCC(O)CCC,2.7277000000000013,45.05680000000002
CC(C)CCCCCCO,2.5852000000000017,45.008800000000015
CNCCCCCN,0.3347999999999999,36.83209999999999
O=CCCOC1CCCC1,1.5346,38.889
CC1CC1C(O)C(O)CO,-0.6435,36.3704
CCC(=O)CCC(=O)OC,0.9186999999999999,36.547999999999995
CCCCCC(C)=O,2.1557000000000004,34.822999999999986
CCCCCCCCCC,4.147000000000004,48.28400000000003
CCCCCCCCCC,4.147000000000004,48.28400000000003
CC(C)CCCCCO,2.1951000000000005,40.3918
CCCCCC1CCCC1,3.7569000000000026,46.10000000000002
CCCCCCNC,1.7860999999999998,38.06869999999999
CCCCCCCCCO,2.729300000000001,45.078800000000015
CCCCC(C)CCC,3.6128000000000027,43.59700000000001
CCCCCCCCC,3.7569000000000026,43.667000000000016
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
CNCCCCS,0.9158,37.0137
