SMILES,C1,C2
CC(O)C(C)CS(C)(=O)=O,0.047900000000000054,40.55560000000001
CNC(=N)C(=O)NN,-1.8270299999999997,29.116500000000002
CNC(CN)CCCN,-0.7279999999999989,40.19049999999999
CNCCCC(C)O,0.36680000000000007,34.841499999999996
CCCC(CC)C(=O)O,1.8973,36.324799999999996
CCNC(=O)CC(O)CO,-1.1342000000000003,36.393299999999996
CCC1(O)CCNC1C,0.5092999999999999,37.3225
CCCCC1CC1C,2.832600000000001,36.79599999999999
CCCCCCNC(N)=O,1.2349999999999997,41.72810000000002
CNC(N)C(N)S,-1.2947999999999993,33.996500000000005
CCCC(=O)C(=O)OC,0.5285999999999998,31.930999999999983
CCCCCCC(O)CO,1.3099999999999998,41.851600000000005
C=C(C)NCCC(N)CN,-0.21429999999999938,44.4635
CCCCCCNCCC,2.566300000000001,47.30270000000002
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
CCCCCCCCCC,4.147000000000004,48.28400000000003
CNCCCCN,-0.055300000000000016,32.215099999999985
CC(C)CCCNC(C)O,1.3504999999999998,43.75550000000001
CNCCC(C)NCCO,-0.4336999999999995,43.09420000000001
OCCCON1CCNC1,-0.8369,37.2305
CCCCCCC(N)=O,1.4421,37.95339999999999
CNC(O)CNC1CC1O,-1.7529999999999997,37.481
CNCC(O)CCC(O)O,-1.3424000000000007,37.393100000000004
CCCCC1CCCCN1,2.3186999999999998,45.16670000000002
CCCC(=O)NC(C)CC,1.7012,42.80370000000001
CCCCCC1NCC1C,2.1746,45.09670000000002
CCCC(C)C(=O)NC,1.1685999999999999,38.1387
CCCCCCC(=O)CN,1.4846,42.82040000000001
CNC(=O)NC(C)CCO,-0.31370000000000003,38.75620000000001
CCC(O)CCCCN,0.8863000000000001,39.20320000000001
CCCCNCC(C)CC,2.4222,47.23270000000002
CNCCCCNC(N)=O,-0.34569999999999984,40.7468
CC(C)CCCCC(=O)O,2.2874,40.9418
CCC(O)CCCCCO,1.31,41.85160000000001
CNCC(N)CNN,-2.0035999999999987,34.09219999999999
CCCCCC(O)C(O)O,0.2383,38.3744
CC1C(=O)C1CCCCO,0.984,38.5978
CCCCCCC(=O)CC,2.935900000000001,44.057000000000016
CCCCCCCC(N)N,1.5904,45.53880000000001
CC(=O)C1CC12CCCC2,2.1557000000000004,39.68900000000001
CC(O)C1(C(O)O)CC1C,-0.29589999999999994,36.1204
CCCCCCCCCO,2.7293000000000016,45.078800000000015
NC(=O)CCCCCCO,0.4145,39.365199999999994
CCC(=O)CCCCCN,1.4846,42.82040000000001
CC(O)CCCCCO,0.9198999999999999,37.23459999999999
CNC(=O)CCCCCN,0.25149999999999995,41.58910000000001
CCCCCCOCC=O,1.7822,41.025000000000006
CC(C)NC(N)S,0.15650000000000008,35.23309999999999
NCCCCCCCCO,1.278,43.842200000000005
CCCC1NC1CO,0.11920000000000008,32.70549999999999
CCCCNCCC(C)C,2.4222,47.23270000000002
CC(=O)CCCCCO,1.1281,36.23479999999999
CC(O)C(C)CC(O)CO,-0.2534000000000002,38.5544
CCNC(O)CCC1CC1,1.1045,41.641500000000015
CNC(=N)NCN,-1.3536299999999994,28.9765
CCCC(CC)CCO,2.1951,40.3918
CCCCCCC(O)CO,1.31,41.85160000000001
C=C(C)NCCCCCC,2.6899000000000006,46.95870000000002
CCCCC(O)NC(O)O,-0.6471999999999998,36.89309999999999
CNCC(N)NCN,-2.0035999999999987,34.09219999999999
CNC(O)CCS(N)=O,-1.4632999999999996,36.8803
NC(O)CCCCCCO,0.20629999999999954,40.36500000000001
CCCCC(O)CCCC,2.7277000000000013,45.05680000000002
OCC(O)C1C2CCCC21,0.38569999999999993,37.4136
O=CCCCCCCCO,1.5182,40.851800000000004
CCCC(O)C1CC1O,0.5282,35.02859999999999
CC(=O)C1CCCCN1,0.7175,36.3227
CCCCCC(C)O,1.9475,35.822799999999994
CCC(=O)CCCCCN,1.4846,42.82040000000001
CCCCCC(=N)N,1.50267,36.05609999999999
O=CCCOC1CCCC1,1.5346,38.889
CCC(O)C1C2CCCC21,1.8034,40.61880000000001
NC(=O)NCCCC(O)O,-1.2544000000000002,35.0457
CC(=O)CCCCCO,1.1281,36.23479999999999
CCCCC(=O)CC,2.1557000000000004,34.822999999999986
CC(=O)CCCCNC=O,0.49169999999999986,38.5987
CNC(=O)CCCCCO,0.28509999999999974,39.62050000000001
CC(C)CCN,0.9912000000000001,28.50939999999999
CNCCC1C2CCNC12,0.20379999999999981,41.93140000000002
CCC(O)C(O)NC(=O)O,-0.6567000000000001,33.46509999999999
CNCCCCCN,0.3347999999999999,36.83209999999999
CC1CC1CCC(O)CO,0.7757999999999998,39.5976
CCCCCC(=O)NC=O,0.8392999999999995,38.34870000000001
COC(=O)C(C)CCCO,0.5679999999999998,37.49979999999999
