SMILES,C1,C2
CCCCC(C)CCO,2.1951000000000005,40.3918
OCCC1CCCCC1,1.9491,38.2778
O=C(O)CCC1CCCC1,2.0414000000000003,38.8278
COC(=O)C1CC(O)C1,-0.06970000000000015,30.746799999999986
CCCCCNC,1.396,33.45169999999999
CCOC(=O)N1CCOC1,0.4326,34.547
O=CCOCCCO,-0.4156999999999999,28.585799999999985
COCCCCCCCO,1.5756000000000001,42.04680000000001
CCCCCC(=O)O,1.6513,31.77779999999998
CCCCCCC=O,2.1557000000000004,34.822999999999986
CCCCC(O)CCO,0.9198999999999999,37.23459999999999
CCCCC(O)CO,0.5298,32.61759999999998
CCCCCCCC,3.3668000000000022,39.05
CCC(CO)C(C)O,0.38570000000000004,32.54759999999998
CCC(=O)CCCO,0.738,31.61779999999998
CCCCCCCC,3.3668000000000022,39.05
CCCC(C)C(C)O,1.8034,35.75279999999999
CCCC(O)C(=O)O,0.23199999999999998,28.550599999999985
CNC(=O)CCN,-0.9187999999999992,27.738099999999996
CCCCCCCC,3.3668000000000022,39.05
CCCCCCC,2.976700000000002,34.432999999999986
CC(O)C(=N)NC=O,-0.9095300000000002,28.607199999999995
CCCCCCCO,1.9491,35.84479999999999
CC(C)C1CCCC1,2.832600000000001,36.79599999999999
CCC1CCCCC1,2.976700000000002,36.86599999999999
CC(O)C(O)C(C)CO,-0.6435000000000002,33.93739999999999
CCCCC(=O)C(C)O,1.1264999999999998,36.212799999999994
COCCC(O)C(=O)O,-0.5316000000000001,30.13559999999999
CCCCCCCO,1.9491,35.84479999999999
CCC1CC(O)OC1O,0.06969999999999998,31.496599999999987
CCOC(O)C1CC1CO,-0.030299999999999938,36.315599999999996
CC(O)C1CC1CCO,0.3857,34.98059999999999
CCCCCCCCO,2.3392000000000013,40.461800000000004
CC(=O)CCCCO,0.738,31.61779999999998
COCCCCOC,1.0594000000000001,32.98599999999998
*CCCCCCO,1.5067,30.360799999999983
COC1CC1(O)CCO,-0.4814000000000002,32.06659999999999
CC(O)C(O)CCCO,-0.49940000000000023,34.00739999999999
CCCCCCCC=O,2.5458000000000007,39.440000000000005
CCCC(O)CCCO,0.9198999999999999,37.23459999999999
CC(O)CCCNCO,-0.31320000000000003,36.003299999999996
CCCCC(O)NC=O,0.241,34.73149999999999
CCCCCCCCO,2.3392,40.461800000000004
OCCCC1=NC=NC1,0.24180000000000001,37.113800000000005
CC(O)CCCCCO,0.9198999999999999,37.23459999999999
CC(=O)C(O)CCCO,-0.29120000000000007,33.00759999999998
CC(O)C12CCCC1O2,0.6887,33.135799999999996
O=C(O)CCCCCO,0.6236999999999999,33.189599999999984
CC(O)CCC(C)O,0.5282,32.59559999999998
CCCCCC(C)C,3.2227000000000023,38.98
OCCCCC(O)O,-0.5403000000000002,29.162399999999987
CCCCCC(O)C(=O)O,1.0122,37.784600000000005
CCCCCCC(O)O,1.2674999999999998,36.98459999999999
CCCCC(CC)CO,2.1951,40.3918
CCCCCCC(O)OC,1.9216,41.77480000000001
CCCCCCC(C)=O,2.5458000000000007,39.440000000000005
CC(O)CCCCCO,0.9198999999999999,37.23459999999999
CC(O)CCC(C)CO,0.7757999999999998,37.16459999999999
CCCCCCCO,1.9491,35.84479999999999
O=C(O)C1CCCC1,1.2612,29.593799999999987
CCCCCC(C)O,1.9475,35.822799999999994
OC1CCCCCC1O,0.6722999999999999,35.09859999999999
CC1CC(C)C1(C)O,1.4133,33.56879999999999
CCCCCCCCO,2.3392000000000013,40.461800000000004
O=COCC1CCCC1,1.3496000000000001,33.97399999999999
CCCCCCCC,3.3668000000000022,39.05
CCCC(O)CCO,0.5298,32.61759999999998
OCCC1CCCC1,1.559,33.66079999999999
CCCCCC(C)=O,2.1557000000000004,34.822999999999986
CCCC(C)CCC,3.2227000000000023,38.98
CCCCCCCCO,2.3392,40.461800000000004
CCCCC(=O)CC,2.1557000000000004,34.822999999999986
CCC(O)CCCO,0.5298,32.61759999999998
CC(CO)OCC=O,-0.4173000000000002,28.563799999999986
CCCCCC(=O)O,1.6513,31.777799999999985
CCCCCCCCO,2.3392000000000013,40.461800000000004
OCCCCC(O)O,-0.5403000000000002,29.162399999999987
CCC(=O)C(O)CC(=O)O,-0.19890000000000013,33.55759999999999
CCCCCC,2.5866000000000007,29.81599999999998
CCCCCCCO,1.9491,35.84479999999999
CCCCCCCO,1.9491,35.84479999999999
CCCCCNC,1.396,33.45169999999999
CCCCCCCC,3.3668000000000022,39.05
CCCCCCO,1.559,31.22779999999998
CCCCCCCCC,3.7569000000000026,43.667000000000016
CCCC(O)CCCO,0.9198999999999999,37.23459999999999
CCCCCCN,1.5253999999999999,33.19639999999998
CCCOCCCCO,1.1855,37.42979999999999
