SMILES,C1,C2
CC(=O)CCCCCO,1.1281,36.23479999999999
CCCCCN(C)CO,1.0581999999999998,39.2408
CCCC(N)C(=O)O,0.19839999999999997,30.51919999999999
CCCCCCS,2.4965000000000015,37.995000000000005
CNC(=O)C(N)CCCN,-1.2013999999999996,40.33050000000001
CCCCCC(O)CC,2.3376,40.439800000000005
CCCC(=O)C1CCCC1,2.5458000000000007,41.87300000000001
CCC(CO)C(C)O,0.38570000000000004,32.54759999999998
NCCCCCCN,0.46420000000000006,36.57679999999999
CNC(=O)CCCCCN,0.25149999999999995,41.58910000000001
CNC(=O)C(N)S,-1.0530000000000004,31.0281
NCCCCC1COC1,0.7618,37.214400000000005
CNCCCNC(=O)O,-0.13649999999999984,34.57119999999999
CCCOCCCCCO,1.5756000000000001,42.04680000000001
CCCNC(=O)CC(=O)O,-0.012699999999999989,35.55349999999999
CCCCCCCC(C)=O,2.935900000000001,44.057000000000016
CCC1CC1C(O)C(C)=O,0.9823999999999999,38.5758
CCC(=O)CCCCCO,1.5182,40.851800000000004
CNCCC(N)N,-1.1605999999999987,30.7065
CCCCCCC(=O)CC,2.935900000000001,44.057000000000016
CC(=O)CCC(O)O,-0.3337,28.140599999999985
CCCCC(O)OCCO,0.5039,38.5696
CCCCCCC(O)CO,1.3099999999999998,41.851600000000005
CC(=O)CCCCC1CC1,2.5458000000000007,41.87300000000001
O=CCCCCCCCO,1.5182,40.851800000000004
CCCCCCCOCO,1.9232,41.796800000000005
CC(C)CCCS(C)=O,1.8011,43.005400000000016
CC(=O)CCC1CCNC1,0.9651000000000001,40.89170000000001
CCC(O)CCC(C)O,0.9182999999999999,37.212599999999995
CC(O)CCC(O)C(=O)O,-0.4071000000000001,34.55739999999999
CCC1OC1C1CCCC1,2.354,40.910000000000004
CC(C)CCCCCO,2.1951000000000005,40.3918
CCC(O)CCCC(C)O,1.3084,41.829600000000006
CCCCCC(N)O,0.8438000000000001,34.336199999999984
CC(C)CCCCO,1.8050000000000002,35.77479999999999
CC(O)CCCCCN,0.8863000000000001,39.20320000000001
CCCCCCCC(C)O,2.7277000000000013,45.05680000000002
CCCNC(CO)C(O)O,-1.3424000000000003,37.3931
CCCCCCC(=O)O,2.0414,36.39479999999999
CCCCCCC(O)CC,2.7277000000000013,45.05680000000002
CCCCNCCOCC,1.4125999999999999,44.27070000000001
CCC(=O)CCCCO,1.1281,36.23479999999999
CCCCCCCCCO,2.729300000000001,45.078800000000015
OC1CCC2C3CCCC132,1.5574,38.5048
CCCCOCOCCO,0.7694999999999999,38.7648
CCCCCCC(O)CC,2.7277000000000013,45.05680000000002
CCNC(=O)NC(=O)CO,-1.1756000000000002,34.301199999999994
COC(=O)CCCC(N)O,-0.39320000000000005,36.061199999999985
CCC(C)CCNNC=O,0.6731999999999999,41.2744
CNCCC(=O)NC,-0.6581000000000001,32.61039999999999
CCCCCC(=O)NC,1.3127,38.2087
CCC1CC1CNCCO,0.6143999999999998,41.843500000000006
CC(CO)NCCC(O)O,-1.3424000000000003,37.393100000000004
CCCCCCCCCO,2.729300000000001,45.078800000000015
CCCCNC(CC)CO,1.1469999999999998,44.07550000000001
CCC(O)CCCC1CC1,2.3376,42.87280000000001
C=CNC(=O)CCCCO,0.4086999999999999,39.276500000000006
CCCC(=O)CCN,0.7044,33.58639999999998
CCCCCCC(O)CO,1.31,41.85160000000001
CC(=O)C(N)CCC(O)O,-1.0064000000000004,36.116
CCCCCCCC(C)=O,2.935900000000001,44.057000000000016
CC(O)C(N)CCCCO,-0.1429000000000002,40.59300000000001
CC(C)CCCCC(O)O,1.5134999999999996,41.531600000000005
CCC(O)CCCC(C)O,1.3084,41.829600000000006
CNC(=O)CCCCCO,0.28509999999999974,39.62050000000001
CC1CNC1C(=N)N,-0.4697299999999997,32.8688
CCC(=O)CCNCCO,-0.06250000000000011,39.8705
NCCCNC1CC2CC21,0.33319999999999994,41.67610000000001
CNC(=O)C1CN1C(N)O,-2.3487999999999984,34.75489999999999
CCCCCOCCCC,2.9933000000000014,45.25200000000002
CCC(C)CCC(=O)NC,1.5587,42.75570000000002
CCCCCCCCCO,2.7293000000000016,45.078800000000015
CC(=O)C(O)C1CCCC1,1.1265,38.6458
NC(=O)CCC1CCCC1,1.4420999999999997,40.38640000000001
CCCNC(=N)N,-0.12053000000000014,30.2078
CCCCCNC(O)CC,1.4946000000000002,43.82550000000002
CCC(O)C1CCCC1,1.9475,38.2558
CS(=O)(=O)C1C2CCNC21,-0.6086999999999998,38.529500000000006
CCCCCCC(=O)NC,1.7027999999999999,42.82570000000002
CC(O)CCCC(C)O,0.9182999999999999,37.212599999999995
CCCCCNCCCC,2.566300000000001,47.30270000000002
COC(C)CCNC(=O)O,0.6789999999999998,37.11549999999998
CNC(=O)C1CCCCC1,1.3127,40.641700000000014
CC(N)CCCCCCO,1.2764000000000002,43.82020000000002
CS(=O)(=O)C1CCC2CC21,0.8295,39.46280000000001
CCCCCCCN,1.9155,37.81339999999999
CCCCCCCCOC,2.9933000000000014,45.25200000000002
CCCCNC(O)CCC,1.4946,43.82550000000001
CCCCCCC(=O)NC,1.7027999999999999,42.82570000000002
CCC(=O)CCCCCO,1.5182,40.851800000000004
CCC(=O)OCCC(C)O,0.7104999999999999,37.547799999999995
CCCCC(O)C(=O)CC,1.5166,40.829800000000006
CC(O)C(O)C(O)C(O)O,-2.6003,31.919999999999987
CCC(=O)CCCCCO,1.5182,40.851800000000004
CC(=O)C(C)CCO,0.5939000000000001,31.547799999999985
COCCOC1CCCC1,1.592,40.08400000000001
CCCCCCC(C)=O,2.5458000000000007,39.440000000000005
CCCOCCCC(O)O,0.5038999999999998,38.5696
CCCCCCC(O)CC,2.7277000000000013,45.05680000000002
